Respondent,Prolific_ID,Message_framing,Relational_values,NR6_score,Greenspace_visitation,Upland_visitation,Peatland_knowledge,Degraded_peatlands_before,Regenerate_peatlands_before,Degraded_peatlands_after,Regenerate_peatlands_after,Degraded_peatland_score,Regenerate_peatland_score,Behaviour_1,Behaviour_2,Behaviour_3,Behaviour_sum,Financial_donation,Financial_allocation,Medical_research,Human_rights,Animal_welfare,Vulnerable_people,Other_conservation,Financial_compost,Advert_sufficiency,ES_Manipulation,BIO_Manipulation,Relational_Manipulation,Age_midpoint,Gender,Ethnicity,IMD_decile
273,603d59d3b54e6cc7c1bfbfdc,BIO,Present,3.833333333,0.5,1,1,7,8,10,0,3,-8,9,9,9,27,10,0,20,40,10,20,0,5,7,0,10,10,39.5,Female,Other,3
274,63ff73ed36feccbe522ca754@email.prolific.co,ES,Absent,4,18,0.5,6,6,8,10,10,4,2,10,10,10,30,5,25,25,25,25,0,0,0,9,9,8,10,49.5,Female,White or Caucasian,2
275,62a8860ea55e89c48b8fbb14,ES,Present,4,18,4.5,5,10,10,10,10,0,0,8,7,9,24,10,0,20,10,20,20,30,5,7,9,9,7,39.5,Male,White or Caucasian,7
276,6266b7c4afe8a0ff03ca1f53,ES,Absent,3.5,0.5,0,1,8,8,9,10,1,2,10,3,10,23,0,0,55,0,10,35,0,0,6,10,2,7,49.5,Male,White or Caucasian,2
277,59e675a6c0d35a00012951ce,BIO,Absent,3.666666667,18,0.5,2,8,7,9,8,1,1,8,7,8,23,5,10,20,20,20,20,10,3,7,0,10,1,49.5,Female,White or Caucasian,3
278,58bf2cf0d294c100010181fa,BIO,Absent,4.333333333,18,0.5,2,8,8,9,10,1,2,8,7,8,23,0,30,30,0,10,0,30,5,8,5,9,9,69.5,Female,White or Caucasian,7
279,57d0db6cf7bcd90001cd47bc,BIO,Absent,4.166666667,4.5,0.5,4,8,9,10,10,2,1,8,6,10,24,4,5,30,18,18,18,11,4,10,9,10,9,49.5,Male,White or Caucasian,2
280,5ca9f8926025570001c872f3,ES,Present,2.5,18,1,4,7,10,7,10,0,0,6,2,2,10,0,10,50,0,0,10,30,5,6,9,2,6,59.5,Male,White or Caucasian,9
281,6483521a9dc76c2abc5a010b,ES,Absent,4,18,1,1,7,7,9,8,2,1,8,7,7,22,10,10,10,10,10,40,20,5,7,6,7,7,49.5,Female,White or Caucasian,7
282,5ea75821ee39871103f18a76,ES,Absent,3,18,0.5,2,5,5,6,7,1,2,6,5,5,16,0,10,60,10,5,10,5,5,8,8,8,7,59.5,Female,White or Caucasian,4
283,5eff6492814d8101d8ca4bcc,BIO,Present,3.5,18,1,4,8,8,9,8,1,0,7,8,8,23,10,30,23,2,20,15,10,3,8,7,7,7,49.5,Male,White or Caucasian,9
284,60e85ec69b2a3840b77d68e5,BIO,Present,4,18,0.5,2,9,10,9,10,0,0,10,10,10,30,10,16,16,16,16,16,20,5,5,0,10,6,39.5,Male,White or Caucasian,5
285,5fb4661ad97d9a1668f07086,BIO,Present,4.333333333,18,0.5,6,8,7,9,10,1,3,9,6,8,23,10,10,20,0,25,10,35,5,9,4,10,8,39.5,Female,White or Caucasian,8
286,5d1bcfd2e24a990001f327a3,BIO,Present,4,4.5,0.5,6,5,7,6,8,1,1,7,5,8,20,0,10,10,20,10,30,20,2,6,9,10,7,59.5,Male,White or Caucasian,5
287,62c5c868b981c6603455c18b,ES,Absent,2.333333333,18,0.5,4,7,5,8,9,1,4,2,1,6,9,0,0,50,0,30,20,0,3,4,10,1,6,29.5,Male,Other,3
288,5c0822f550d77a000164d7ce,ES,Present,5,4.5,1,4,7,10,8,10,1,0,7,6,8,21,5,5,5,10,30,20,30,3,7,8,6,9,39.5,Male,White or Caucasian,4
289,5f775a26a110ce27b8ee5e90,BIO,Absent,2.666666667,18,0.5,2,9,7,6,6,-3,-1,6,7,9,22,5,5,50,10,10,30,0,5,8,8,6,7,21,Female,Other,2
290,5ecb7a2d7a32d26eca7526ba,BIO,Present,4,18,2.5,4,10,10,10,10,0,0,10,8,10,28,10,40,0,0,40,0,20,5,10,10,10,10,49.5,Male,White or Caucasian,2
291,5d53a50c7c361100012cd0e7,BIO,Present,3.166666667,30.5,0,6,10,10,10,10,0,0,5,1,1,7,0,25,0,0,0,50,25,18,9,6,9,7,39.5,Male,White or Caucasian,8
292,63e51cb588ecfafb7ff6d203,ES,Absent,3.833333333,0,1,4,5,5,6,7,1,2,1,0,0,1,0,3,80,5,5,4,3,2,1,8,8,5,39.5,Male,Other,9
293,60d4e8fcdb1959ca6fd4dfdd,ES,Present,2.333333333,1,0,4,10,10,10,10,0,0,2,6,6,14,0,0,0,0,5,0,0,0,8,10,2,5,49.5,Female,White or Caucasian,6
294,5fc51a8cb352ae016fb17d00,ES,Present,4.166666667,18,2.5,6,7,9,7,9,0,0,7,7,7,21,10,10,10,5,5,50,20,5,8,7,10,10,39.5,Male,White or Caucasian,6
295,5c05b9086c5dfd00018eafa1,ES,Absent,2.833333333,4.5,0.5,2,5,7,7,8,2,1,8,3,8,19,5,10,25,15,10,30,10,0,3,7,8,5,29.5,Male,Other,5
296,648732fc10ed3b7d2109b12e,ES,Present,3,30.5,4.5,4,7,8,10,10,3,2,8,7,8,23,10,10,0,0,30,40,10,0,7,10,4,7,49.5,Female,White or Caucasian,2
297,5d1b9a5c720de60001e3d092,BIO,Absent,2.166666667,4.5,1,2,5,5,8,8,3,3,6,3,9,18,0,0,45,20,10,20,5,3,6,1,10,6,29.5,Female,White or Caucasian,2
298,543e85adfdf99b7356902e90,ES,Absent,3.166666667,0.5,0,1,6,8,9,10,3,2,6,5,5,16,0,10,10,30,10,30,10,5,6,9,6,8,49.5,Male,White or Caucasian,3
299,63da5521f23372b30f4f0b77,ES,Present,2.166666667,1,0.5,4,7,6,8,8,1,2,5,3,7,15,0,0,0,0,0,0,0,2,7,9,6,5,69.5,Male,White or Caucasian,5
300,58ff31a1d10e2b000108579e,BIO,Absent,4.333333333,18,0.5,4,9,8,10,9,1,1,9,4,8,21,1,25,10,10,5,25,25,5,7,3,10,6,59.5,Male,White or Caucasian,6
301,60eda0b5e8f579f6a73d0f6b,BIO,Present,1.333333333,0.5,0,4,5,6,8,7,3,1,5,0,2,7,5,5,50,15,10,10,10,1,5,3,10,6,21,Male,Other,8
302,5e766b0ba02ca51dfa1de797,BIO,Absent,4.666666667,4.5,0.5,4,9,9,9,9,0,0,10,8,9,27,250,10,30,10,15,10,25,6,10,9,9,9,59.5,Male,White or Caucasian,6
303,5fc417b27157a2000bd03511,BIO,Absent,4.166666667,2.5,0.5,4,8,8,9,10,1,2,9,9,9,27,20,30,30,0,30,10,0,16,9,5,10,7,29.5,Male,White or Caucasian,1
304,5f6f9baca584d55393f7d016,ES,Absent,2.5,2.5,0.5,1,5,5,6,6,1,1,3,6,4,13,0,0,0,0,0,0,0,0,5,7,6,6,39.5,Female,White or Caucasian,10
305,63e75088facdce331ef18d74,BIO,Present,3.5,4.5,2.5,2,7,7,10,10,3,3,7,7,8,22,10,10,20,20,10,30,10,5,8,9,10,8,39.5,Male,White or Caucasian,10
306,5b52f4933234ab00014ca442,BIO,Absent,2.5,0.5,0.5,2,5,5,7,8,2,3,5,0,3,8,0,5,20,20,10,25,20,16,7,2,10,4,29.5,Female,White or Caucasian,6
307,5c37522360fd9200014cb69a,BIO,Absent,3.333333333,18,0,5,9,8,9,10,0,2,10,10,10,30,5,10,50,5,10,5,20,5,10,10,10,10,69.5,Male,White or Caucasian,10
308,55d5b77ddb6a810006fa05d5,ES,Absent,3.666666667,30.5,18,5,6,7,8,9,2,2,6,6,6,18,0,25,25,0,25,0,25,2,8,8,10,7,59.5,Female,White or Caucasian,1
309,60e85190b9cffd8fed0a064f,BIO,Absent,4.666666667,30.5,0.5,6,8,8,8,8,0,0,8,5,6,19,0,15,20,10,20,20,15,1,7,5,8,8,59.5,Female,White or Caucasian,5
310,645264ecd067cf1f522a41fd,BIO,Absent,4.166666667,4.5,18,2,6,6,7,6,1,0,5,7,4,16,5,5,5,10,10,10,5,15,7,8,6,7,29.5,Male,Other,2
311,5dd2d8126ac608000a330132,BIO,Present,3.5,18,0.5,4,7,8,7,7,0,-1,6,5,5,16,2,5,55,5,5,20,10,16,6,8,9,7,69.5,Male,White or Caucasian,7
312,5cf56a1d639b150016eb8696,ES,Present,5,18,2.5,4,7,7,7,7,0,0,6,6,7,19,0,20,0,0,0,60,20,2,6,8,6,5,29.5,Female,White or Caucasian,3
313,5be8e2465b7ff700013c4ed5,BIO,Absent,2.5,0.5,0,5,6,6,9,9,3,3,6,5,7,18,0,0,30,10,50,10,0,1,7,5,10,7,29.5,Female,White or Caucasian,1
314,5bc796bff6c10a00012c6cd7,BIO,Absent,1.666666667,4.5,1,2,6,8,8,10,2,2,3,2,7,12,0,0,0,0,0,0,0,5,7,7,10,8,39.5,Male,White or Caucasian,2
315,61472882dc3142ad20ecf0db,BIO,Present,3.166666667,2.5,0.5,2,5,7,8,8,3,1,9,7,10,26,10,10,30,20,10,20,10,5,6,8,7,7,29.5,Female,White or Caucasian,8
316,62a2648755dec7ce4164f875,BIO,Absent,2.833333333,18,0.5,4,5,7,8,9,3,2,7,6,7,20,5,10,20,20,15,25,10,2,8,8,10,8,29.5,Male,White or Caucasian,3
317,5cc492b6155841001a26c24a,ES,Present,4.666666667,2.5,2.5,1,7,5,7,6,0,1,5,5,7,17,5,10,50,20,10,5,5,0,7,5,7,6,39.5,Male,White or Caucasian,5
318,63ccfaaa9da9d139c2a0549e,ES,Absent,2.666666667,30.5,0,5,5,7,6,7,1,0,0,0,0,0,0,20,20,0,40,0,20,2,7,6,6,6,49.5,Male,White or Caucasian,9
319,630a103e6ecc36eaecae67c3,ES,Absent,2.5,18,1,4,5,5,7,8,2,3,4,4,4,12,0,0,50,0,25,25,0,0,6,7,7,7,39.5,Female,White or Caucasian,7
320,598c4b28cceb0f0001b39675,BIO,Absent,4.166666667,18,2.5,5,7,8,9,10,2,2,7,6,7,20,80,20,30,20,10,10,10,4,8,8,9,8,39.5,Male,Other,10
321,60e41e3e8c52dca4b19a3487,ES,Present,4.166666667,18,1,4,10,10,10,10,0,0,10,10,10,30,1,25,10,10,25,15,15,0,10,10,10,10,49.5,Male,White or Caucasian,1
322,6396044f6ae489bb820c67a5,BIO,Present,2.666666667,0.5,0.5,4,7,8,8,8,1,0,7,8,8,23,0,0,0,0,0,0,0,0,7,7,7,8,59.5,Male,White or Caucasian,9
323,60d3136e74b1871646e72544,BIO,Absent,2.833333333,4.5,1,4,8,9,9,9,1,0,5,2,0,7,0,5,15,0,60,10,10,0,5,5,8,6,49.5,Male,White or Caucasian,8
324,56d84c584a9be1000a535f9c,ES,Present,3.5,4.5,0.5,6,9,10,10,10,1,0,8,6,8,22,10,10,50,10,0,20,10,0,8,9,9,7,69.5,Male,White or Caucasian,6
325,5cf913aa6873890001b97ee1,ES,Present,3.833333333,18,1,5,8,9,10,10,2,1,10,10,10,30,10,20,20,5,20,5,20,20,6,10,10,7,39.5,Male,White or Caucasian,8
326,5641c95d17bdbe00102a0b51,BIO,Present,4,30.5,4.5,4,10,10,10,10,0,0,9,5,10,24,5,20,0,20,20,20,20,5,9,1,10,6,59.5,Female,White or Caucasian,4
327,6297560d968633ad5b83b745,BIO,Absent,3.166666667,30.5,0.5,6,7,8,10,9,3,1,2,3,3,8,5,10,50,5,10,20,5,2,10,2,10,2,59.5,Female,White or Caucasian,1
328,5d42cf5669717700013c822f,BIO,Present,2.666666667,2.5,0.5,1,5,5,8,8,3,3,6,5,8,19,1,20,10,10,20,20,20,1,5,8,9,7,39.5,Male,White or Caucasian,2
329,63f38f6346a5beb76cb2a3b8,ES,Present,3.666666667,18,4.5,4,5,5,8,8,3,3,5,8,8,21,2,10,10,10,40,10,20,2,7,10,5,9,49.5,Male,White or Caucasian,8
330,5ddbf2f87b6a66b43521de86,ES,Absent,1.833333333,18,0.5,4,3,8,8,7,5,-1,6,2,4,12,0,0,20,30,10,30,10,0,5,8,7,5,21,Female,White or Caucasian,5
331,5c4e01960646750001b3ede4,BIO,Absent,3.5,4.5,2.5,2,5,5,6,9,1,4,6,5,6,17,0,0,0,0,30,20,50,2,5,8,7,7,29.5,Male,White or Caucasian,7
332,63654bbd9fba7764c698ee95,ES,Absent,4.166666667,18,2.5,1,8,8,9,9,1,1,9,9,9,27,5,20,20,10,20,15,15,5,9,10,10,10,39.5,Male,White or Caucasian,7
333,5d0bde99db71b30001d3b348,BIO,Present,4.166666667,30.5,1,4,7,8,8,8,1,0,7,7,5,19,10,10,25,0,5,25,30,5,8,5,9,5,59.5,Male,White or Caucasian,10
334,622a35c96d9060c175184c93,BIO,Absent,3.666666667,4.5,0.5,1,5,5,9,9,4,4,5,5,5,15,0,10,20,10,30,30,0,0,5,5,8,5,59.5,Female,White or Caucasian,5
335,60994a1b15d9f3fc39fc378b,ES,Present,4.166666667,30.5,2.5,1,10,10,10,10,0,0,10,10,10,30,10,25,25,0,50,0,0,0,10,10,10,10,59.5,Male,White or Caucasian,1
336,5e9b60ab511e7a0650994050,BIO,Absent,2.833333333,4.5,0.5,4,9,10,10,10,1,0,8,5,10,23,10,10,10,0,30,0,50,1,9,9,9,9,39.5,Male,White or Caucasian,8
337,55e356dac70c7a00052a57ec,ES,Present,2.833333333,30.5,2.5,2,7,6,8,8,1,2,3,2,3,8,5,5,0,0,65,20,10,1,10,8,7,8,59.5,Male,White or Caucasian,4
338,5d2b11ac3a260c001af2d338,BIO,Absent,3.666666667,18,0.5,5,8,10,9,10,1,0,8,9,10,27,0,0,25,25,25,25,0,0,10,10,10,10,69.5,Male,White or Caucasian,3
339,63d2b22da2bc79f659e4a4a7,ES,Absent,4.666666667,18,1,2,10,10,10,10,0,0,10,7,10,27,0,0,20,20,20,20,20,0,10,10,10,10,39.5,Male,White or Caucasian,8
340,6086933c60b90ca10daeea67,BIO,Absent,2.666666667,4.5,0.5,4,6,7,7,7,1,0,6,4,7,17,0.5,10,30,10,30,20,0,5,7,5,7,6,39.5,Male,White or Caucasian,9
341,579e5da516020100010416b8,ES,Present,3.333333333,18,0.5,2,5,7,7,7,2,0,4,3,5,12,0,0,0,0,100,0,0,0,7,8,2,5,59.5,Male,White or Caucasian,9
342,56855625333cbd000c4e4a9f,ES,Present,3.333333333,18,0.5,2,9,10,10,10,1,0,9,9,9,27,1000,25,40,0,15,10,10,100,7,8,8,7,59.5,Female,White or Caucasian,9
343,5f75a669c9ebb3229be4a8db,ES,Present,3.833333333,2.5,0.5,5,8,9,10,10,2,1,9,9,10,28,5,25,30,10,10,15,10,20,9,10,10,7,69.5,Male,White or Caucasian,10
344,645e63fdc26c23223753f3cb,ES,Absent,4.333333333,2.5,0.5,4,6,6,8,7,2,1,8,9,8,25,10,10,0,0,70,15,5,1,6,7,6,7,49.5,Male,White or Caucasian,1
345,5bb0e35556161d0001feccdc,ES,Present,2.333333333,0.5,0,5,6,6,7,9,1,3,5,4,8,17,0,0,0,0,0,0,0,0,8,10,10,10,59.5,Male,White or Caucasian,5
346,5f160514e2a4062d2a0ded58,BIO,Absent,3.833333333,2.5,0.5,1,7,8,8,8,1,0,8,4,10,22,0,10,25,15,20,20,10,0,7,6,10,7,29.5,Male,Other,8
347,5b5f7b7869565a0001293821,ES,Present,4.166666667,30.5,1,1,8,9,9,9,1,0,9,10,10,29,5,20,15,15,20,20,10,0,7,10,10,10,29.5,Male,White or Caucasian,7
348,5fb23fd48dca1e7c35563adb,ES,Absent,3.666666667,4.5,0.5,2,8,10,10,8,2,-2,8,7,3,18,3,5,50,0,0,45,0,5,8,8,9,10,49.5,Male,White or Caucasian,9
349,6127a10a1185693f244def6b,ES,Absent,3.166666667,18,0,2,5,8,10,10,5,2,6,8,5,19,5,25,35,0,20,20,0,1,7,8,6,9,59.5,Female,White or Caucasian,1
350,5bba28de6322c500015a0788,BIO,Absent,2.666666667,18,0.5,4,10,10,10,10,0,0,8,9,10,27,5,50,0,0,50,0,0,100,10,8,10,7,59.5,Male,White or Caucasian,4
351,59957d9abf8bcf0001ab6a3c,ES,Absent,3.666666667,30.5,2.5,5,9,10,10,10,1,0,7,8,8,23,20,20,0,20,20,20,20,2,9,10,10,10,79.5,Female,White or Caucasian,10
352,5d30559f95d88f0019378e9c,BIO,Absent,2.333333333,2.5,0,2,8,9,8,9,0,0,5,0,0,5,0,0,20,0,80,0,0,0,4,7,9,5,39.5,Male,White or Caucasian,5
353,60cb34b2fdff4e09f65b1e9e,BIO,Absent,3.5,18,2.5,1,5,5,7,10,2,5,8,1,7,16,0,2,25,15,50,6,2,1,3,7,7,7,21,Male,White or Caucasian,9
354,64889eaf60c701ce05973896,ES,Present,4.166666667,30.5,2.5,4,7,8,10,10,3,2,8,10,10,28,10,10,0,0,50,0,40,5,8,9,4,8,59.5,Female,White or Caucasian,6
355,5dee48a67309b94df13ddbce,BIO,Present,3.666666667,2.5,0.5,5,9,8,9,10,0,2,5,6,8,19,5,10,50,5,5,10,20,2,7,7,8,5,79.5,Female,White or Caucasian,8
356,60375d67dde85cad87f3c99d,BIO,Absent,3.5,1,0,4,9,5,10,6,1,1,6,6,5,17,10,30,10,5,40,5,10,5,10,9,10,10,79.5,Female,White or Caucasian,2
357,613a8fbbdb47cba39c6c246d,BIO,Absent,3.666666667,2.5,1,2,7,7,7,8,0,1,8,8,8,24,5,20,20,20,20,20,0,3,8,6,9,7,29.5,Female,White or Caucasian,6
358,5d0d4f6fcab1b50001e97333,BIO,Absent,3.666666667,18,2.5,5,8,8,8,8,0,0,8,3,8,19,5,30,0,30,0,10,30,4,8,4,9,6,21,Female,White or Caucasian,6
359,55ac3198fdf99b6de3b68b23,ES,Present,3,2.5,0.5,5,6,8,7,8,1,0,3,2,1,6,0,10,0,25,20,35,10,0,5,9,6,8,59.5,Male,White or Caucasian,1
360,616437a7882ca1d66da11c4f,BIO,Present,3.666666667,18,0.5,6,8,9,9,10,1,1,8,6,9,23,10,20,35,5,5,20,15,7,8,7,9,8,49.5,Male,White or Caucasian,4
361,63d010fc3093243d40db208b,BIO,Absent,4.5,4.5,0.5,4,8,10,9,10,1,0,10,10,10,30,10,25,10,5,20,20,20,3,9,9,10,9,39.5,Male,White or Caucasian,8
362,63ea4924c291a7aaf2a382e8,ES,Present,2.5,2.5,0.5,5,7,8,8,9,1,1,6,2,8,16,1,10,50,5,5,10,20,15,8,8,5,8,21,Male,White or Caucasian,1
363,5c345ebad4f77a0001a91ec0,BIO,Absent,3.333333333,4.5,4.5,4,5,5,7,5,2,0,5,5,5,15,10,10,0,0,10,80,0,1,3,5,8,3,49.5,Male,White or Caucasian,10
364,5c919bd147fad40011be82c8,BIO,Present,3.5,30.5,18,4,10,10,10,10,0,0,6,7,7,20,20,20,20,20,20,20,0,5,10,10,10,10,69.5,Male,White or Caucasian,4
365,5ecae23b40dae00008174c32,BIO,Present,3.833333333,30.5,4.5,5,10,9,9,9,-1,0,9,8,10,27,15,20,15,5,15,20,25,5,8,7,9,8,49.5,Male,White or Caucasian,8
366,5c6f12c78c5fd30001b842b2,ES,Present,4,30.5,0.5,6,7,8,9,10,2,2,8,8,10,26,100,20,30,30,20,0,0,5,10,10,9,10,29.5,Female,White or Caucasian,4
367,5ea03f29271c1b0124707b36,BIO,Absent,2,2.5,0.5,5,6,8,9,10,3,2,6,8,1,15,5,10,20,10,0,50,10,0,6,1,10,6,69.5,Female,White or Caucasian,4
368,5fecdbad0b1a449e3288b07b,ES,Absent,3.333333333,4.5,0.5,4,8,8,9,9,1,1,10,3,8,21,5,5,40,20,5,15,15,10,9,10,10,10,21,Male,White or Caucasian,6
369,62fbe44fdf4ca6bd21d3b164,ES,Absent,2.833333333,0.5,0.5,5,8,5,9,10,1,5,9,5,5,19,3,15,15,10,15,15,30,2,7,8,5,9,39.5,Female,Other,9
370,5df7b6b6ef7f5e55506510c7,ES,Present,3.666666667,4.5,0.5,5,5,5,7,7,2,2,6,6,6,18,0,15,15,15,25,15,15,1,6,8,7,8,39.5,Male,White or Caucasian,6
371,5a9e9fc46219a30001f54994,ES,Present,3.666666667,4.5,0.5,4,9,10,9,10,0,0,9,9,9,27,10,10,5,10,20,20,35,15,9,9,9,9,69.5,Male,White or Caucasian,10
372,5a777c418fe2dc0001057b4f,BIO,Absent,2.333333333,2.5,0.5,4,7,5,8,8,1,3,6,5,5,16,0,50,0,0,25,0,25,20,7,3,9,5,49.5,Male,White or Caucasian,4
373,5e6ce118673e50000c303890,BIO,Present,3.333333333,18,0.5,4,6,7,7,8,1,1,7,7,6,20,5,10,50,5,5,20,10,10,7,2,10,5,59.5,Male,White or Caucasian,9
374,5b5dc6a1098c14000185fada,ES,Present,4,4.5,2.5,4,10,10,10,10,0,0,6,7,10,23,10,34,0,0,33,0,33,0,7,10,10,10,39.5,Male,White or Caucasian,2
375,6303b06e6c5c25b452b2d1e3,ES,Present,3.166666667,4.5,4.5,4,3,8,8,8,5,0,8,7,9,24,5,5,10,30,5,20,30,0,7,9,5,9,29.5,Female,White or Caucasian,4
376,6303810f96357ca902ed0f62,ES,Absent,2.333333333,4.5,0.5,5,6,6,8,10,2,4,7,6,8,21,5,5,50,0,0,45,0,5,3,8,8,5,29.5,Male,White or Caucasian,2
377,5efec4f76844573daf87a6bb,BIO,Present,2.833333333,18,0.5,4,9,9,10,10,1,1,7,8,10,25,5,5,55,35,0,0,5,18,7,1,10,8,39.5,Female,Other,10
378,6485fdd710b39198f65e63f4,ES,Present,3.333333333,2.5,0.5,4,8,10,10,10,2,0,8,10,10,28,10,20,20,20,10,20,10,5,9,10,6,7,69.5,Female,White or Caucasian,3
379,5accf2c4fa3b4e000173d11e,BIO,Absent,1.5,0,0,5,10,10,10,10,0,0,6,5,0,11,5,0,0,0,100,0,0,0,7,7,8,5,59.5,Female,White or Caucasian,9
380,60b8f2c365ec36a3395896b6,BIO,Present,3.833333333,18,2.5,2,10,10,10,10,0,0,9,9,9,27,0,10,15,30,5,30,10,1,10,10,10,10,49.5,Female,White or Caucasian,7
381,5f0f6ef654ae12126762bd4e,ES,Present,4.166666667,18,1,6,9,10,9,10,0,0,7,5,10,22,20,20,10,20,10,20,20,3,8,8,8,8,59.5,Male,White or Caucasian,7
382,62eaa4e41458a70edb931e52,BIO,Absent,4.5,18,0.5,2,8,8,9,10,1,2,9,5,6,20,0,0,85,5,5,5,0,1,10,8,10,9,59.5,Female,White or Caucasian,7
383,5e1e5c3c80e02e1c36679187,BIO,Present,4,2.5,30.5,5,7,9,9,9,2,0,4,5,7,16,3,10,5,25,20,30,10,3,9,5,10,9,59.5,Female,White or Caucasian,2
384,64135a879bd10086260ce23b,BIO,Absent,4.166666667,4.5,2.5,2,8,8,10,10,2,2,8,4,7,19,10,15,15,15,20,15,20,0,7,8,10,9,21,Male,Other,8
385,5ce740c8636a5b0018f55968,ES,Absent,3.166666667,18,0,1,6,8,8,9,2,1,5,0,6,11,0,1,40,10,15,33,1,0,8,8,8,8,59.5,Male,White or Caucasian,7
386,63d7fd36d837a4ff4a6da6c7,ES,Absent,3.5,4.5,0,1,6,7,10,10,4,3,9,9,9,27,3,10,30,30,10,20,0,3,7,8,8,8,39.5,Female,White or Caucasian,4
387,62d151bb770b24c564871319,ES,Present,4.166666667,18,4.5,1,5,6,9,7,4,1,7,8,8,23,0,20,40,20,5,5,10,20,10,7,7,8,29.5,Male,White or Caucasian,9
388,5a764e848fe2dc000105739c,BIO,Absent,4,18,0.5,5,10,10,10,10,0,0,8,5,8,21,5,30,0,0,50,0,20,20,10,5,10,10,59.5,Male,White or Caucasian,5
389,64218ad14987147a777c2b13,ES,Present,3.166666667,2.5,0.5,1,8,7,10,10,2,3,7,7,8,22,5,20,20,10,30,10,10,5,8,8,4,6,29.5,Female,White or Caucasian,4
390,5ebd9047a4e2fc0ab05b2e40,BIO,Present,3.333333333,4.5,0.5,4,7,7,8,8,1,1,5,4,5,14,0,0,0,0,0,0,0,5,7,7,9,6,39.5,Male,White or Caucasian,2
391,5fbeac3daff21501f21de77f,ES,Absent,3.666666667,0.5,0.5,4,8,7,10,10,2,3,7,1,9,17,5,10,20,20,10,30,10,3,10,9,6,10,21,Female,White or Caucasian,1
392,5c28b31a0091e40001ca5030,BIO,Present,3.666666667,30.5,2.5,5,7,8,9,9,2,1,9,5,8,22,1,30,30,0,10,0,30,1,9,7,9,9,69.5,Female,White or Caucasian,9
393,60e05286953f8b51d4f6661c,BIO,Present,2.5,2.5,2.5,2,5,7,10,10,5,3,8,8,5,21,1,30,10,20,20,20,5,2,8,5,10,5,29.5,Female,Other,2
394,63678d9d5b351249db999f71,BIO,Present,2.666666667,18,0,2,6,7,8,7,2,0,6,4,6,16,0,0,50,0,25,25,0,0,6,5,8,6,59.5,Female,White or Caucasian,10
395,60e02dd91fe3af628383da42,ES,Absent,3.666666667,30.5,4.5,4,5,5,6,5,1,0,6,2,2,10,0,0,25,0,0,75,0,0,4,6,6,6,21,Male,White or Caucasian,5
396,63039837fe5b6780a8e37baa,ES,Absent,4.166666667,30.5,2.5,4,10,9,10,9,0,0,9,8,10,27,10,15,15,30,10,30,0,2,8,8,5,7,39.5,Female,White or Caucasian,8
397,5fae8e8b0722ba03b781d40b,BIO,Present,3.5,4.5,0,5,5,5,8,9,3,4,3,6,9,18,10,10,25,10,35,10,10,5,9,9,9,10,39.5,Female,White or Caucasian,8
398,5bed755fcca71f00014111e6,BIO,Absent,3.666666667,30.5,18,4,7,8,9,9,2,1,8,3,10,21,5,20,0,0,30,20,30,0,8,2,9,5,39.5,Male,White or Caucasian,7
399,5edfeb15743509317e9ec17c,ES,Present,3.166666667,2.5,1,5,6,5,7,5,1,0,7,7,7,21,5,5,50,10,5,10,20,5,7,7,6,6,29.5,Male,White or Caucasian,5
400,5b91494498530500014c1fcd,ES,Present,4,30.5,0.5,4,10,10,10,10,0,0,10,10,10,30,2,20,20,0,20,20,20,3,10,10,10,10,69.5,Male,White or Caucasian,5
401,5693df018d93fe000dfa5733,BIO,Absent,3.833333333,4.5,0.5,4,5,6,6,7,1,1,7,7,8,22,20,10,40,5,40,4,1,15,7,5,6,5,49.5,Female,Other,1
402,5f85937a1aba21000962d0fc,BIO,Absent,3,1,0,5,4,6,9,8,5,2,10,0,10,20,1,5,30,40,20,5,0,0,7,6,10,7,29.5,Male,White or Caucasian,7
403,5d5334fa962bb7001bc3fa2f,ES,Absent,3.5,18,1,4,8,8,9,9,1,1,8,8,8,24,5,30,30,5,15,10,10,17,8,8,8,9,59.5,Female,White or Caucasian,7
404,5c3e9912a301700001b71a35,BIO,Absent,3.5,0,0,2,6,6,8,9,2,3,6,5,8,19,0,25,10,15,30,20,0,2,6,1,10,6,29.5,Male,White or Caucasian,3
405,5f3ec93efbd299158253f283,BIO,Absent,3.666666667,2.5,0.5,4,9,10,10,10,1,0,8,6,7,21,0,20,20,10,20,10,20,18,8,7,10,5,49.5,Male,White or Caucasian,4
406,62cea3ebf9bdac6107278cb5,BIO,Absent,3.166666667,4.5,0,4,5,10,10,10,5,0,8,8,10,26,0,0,0,0,100,0,0,0,10,8,10,10,69.5,Female,White or Caucasian,3
407,6266bb8a00f77695fea1ecb0,BIO,Present,2.833333333,18,0,3,8,5,9,9,1,4,9,9,9,27,2,20,20,20,20,20,0,0,9,9,9,9,49.5,Male,White or Caucasian,1
408,63da6f2e309a94d0e03079b0,ES,Present,4,4.5,1,4,6,6,9,9,3,3,8,6,6,20,0,10,10,10,40,10,20,2,8,9,9,9,49.5,Male,White or Caucasian,8
409,6399d599c9d83e0ed0317ea2,BIO,Present,2.666666667,18,0.5,4,8,8,10,10,2,2,6,4,10,20,10,10,10,20,10,30,20,20,10,1,10,10,49.5,Male,White or Caucasian,10
